Temperatura	Srednie namagnesowanie	Podatnosc magnetyczna
0.1	20.08293001622433	2.3364366684212855e-05
0.15000000000000002	20.283806044347624	2.839899258795642e-28
0.2	20.285814804628856	2.129924444096732e-28
0.25	20.285834892231673	1.7039395552773855e-28
0.3	20.2858350931077	1.4199496293978212e-28
0.35	20.285835095116457	1.2170996823409898e-28
0.39999999999999997	20.285835095136548	1.064962222048366e-28
0.44999999999999996	20.285835095136747	9.466330862652143e-29
0.49999999999999994	20.28583509513675	8.519697776386929e-29
0.5499999999999999	20.28583509513675	7.745179796715389e-29
0.6	20.28583509513675	7.099748146989106e-29
0.65	20.28583509513675	6.553613674143791e-29
0.7000000000000001	20.28583509513675	6.085498411704948e-29
0.7500000000000001	20.28583509513675	5.679798517591284e-29
0.8000000000000002	20.28583509513675	5.324811110241829e-29
0.8500000000000002	20.28583509513675	5.011586927286427e-29
0.9000000000000002	20.28583509513675	4.7331654313260697e-29
0.9500000000000003	20.28564904862512	1.9483652256080987e-05
1.0000000000000002	20.285461141648383	3.698151950728154e-05
1.0500000000000003	20.285645309090242	1.762806632693043e-05
1.1000000000000003	20.28425180192747	0.00014194339682140696
1.1500000000000004	20.284051820344203	0.00016770236059053246
1.2000000000000004	20.283212611226055	0.00024398644666371024
1.2500000000000004	20.2832972423907	0.0002122676035736153
1.3000000000000005	20.282925995679093	0.00021752177279918568
1.3500000000000005	20.28013158553759	0.0004195593570007944
1.4000000000000006	20.278429222831548	0.0005153884789853342
1.4500000000000006	20.27599359455333	0.0006865734792777678
1.5000000000000007	20.272899470828754	0.0008551326047572902
1.5500000000000007	20.26831039006592	0.0011806030399761816
1.6000000000000008	20.262869150402583	0.0014992493076034
1.6500000000000008	20.25407055595641	0.0020855997940100166
1.7000000000000008	20.24793605040884	0.002192764765938206
1.7500000000000009	20.238851453527108	0.0028450873311413162
1.800000000000001	20.22899316570714	0.0032851138686003424
1.850000000000001	20.218475978177732	0.003756908933016257
1.900000000000001	20.203208446249686	0.004975947960965444
1.950000000000001	20.188543281696987	0.005431399838534677
2.000000000000001	20.17956071474176	0.00611089011527005
2.0500000000000007	20.152957969175638	0.00699725923369438
2.1000000000000005	20.12869365839161	0.008466966837043273
2.1500000000000004	20.119239994292762	0.009391754122020536
2.2	20.08537758713115	0.010015605902367606
2.25	20.06066816002293	0.011462587764300905
2.3	20.038001169101676	0.012421821372701742
2.3499999999999996	20.00158974667366	0.014062002900672518
2.3999999999999995	19.962528384706374	0.015870387131527542
2.4499999999999993	19.913578341565277	0.018565083185772956
2.499999999999999	19.86462415352393	0.0204611950365308
2.549999999999999	19.830925749932053	0.022552697528962867
2.5999999999999988	19.76835621175328	0.026188406755976112
2.6499999999999986	19.704101299460735	0.028580641762188122
2.6999999999999984	19.645785625726027	0.03158868136751133
2.7499999999999982	19.589574990709067	0.032545177549871414
2.799999999999998	19.50687249604992	0.03918264901861467
2.849999999999998	19.456091129426195	0.04085218059915348
2.8999999999999977	19.35391103259176	0.04759964089093724
2.9499999999999975	19.266746265243345	0.05082484002937272
2.9999999999999973	19.153134732256827	0.0570005018898584
3.049999999999997	19.092835389584483	0.06122911268229849
3.099999999999997	18.97213464958189	0.0675352759954262
3.149999999999997	18.860049936663632	0.07533281823930113
3.1999999999999966	18.760413591435654	0.07952454614700254
3.2499999999999964	18.62379104772181	0.09221291603292853
3.2999999999999963	18.499168573716826	0.1002443090397086
3.349999999999996	18.388895663826183	0.10530721527578062
3.399999999999996	18.186962594058834	0.12292953275004274
3.4499999999999957	18.05154146852242	0.14008308605416966
3.4999999999999956	17.86359207084642	0.14254958078459826
3.5499999999999954	17.679281042196365	0.16506661232894113
3.599999999999995	17.476515044652682	0.18710014012452822
3.649999999999995	17.270487799261225	0.20788486830048714
3.699999999999995	17.075498187624856	0.20877006195926917
3.7499999999999947	16.763266833870986	33.53870447748346
3.7999999999999945	16.49575252711562	29.483874409838045
3.8499999999999943	16.211128430310005	34.82460342381857
3.899999999999994	15.834845681376263	34.45062995454922
3.949999999999994	15.55936851636633	31.70647024644681
3.999999999999994	15.227445301855765	31.12811801107828
4.049999999999994	14.641254660034217	27.99385112443977
4.099999999999993	14.287133382228603	27.273576766368073
4.149999999999993	13.784052202266423	25.186552646162006
4.199999999999993	13.225599813594968	23.0717626800448
4.249999999999993	12.418466601037586	20.60856669940786
4.299999999999993	11.70533031003836	18.59079691343795
