Temperatura	Srednie namagnesowanie	Podatnosc magnetyczna
0.1	0.2510366252028041	1.4602729177633035e-06
0.15000000000000002	0.2511627276149188	1.7749370367472763e-29
0.2	0.29246498644763586	0.6467107904541216
0.25	0.30034631902648834	0.17509246354931426
0.3	0.36699653335419574	1.7338588194261157
0.35	0.3348997773364344	0.0
0.39999999999999997	0.33488372895842555	0.0
0.44999999999999996	0.3348837209342365	0.0
0.49999999999999994	0.3348837209302244	0.0
0.5499999999999999	0.3348837209302224	0.0
0.6	0.3348837209302224	0.0
0.65	0.33487906976743187	4.275014127224682e-05
0.7000000000000001	0.3348790674418503	3.969655975280061e-05
0.7500000000000001	0.3348790674406875	6.175436181316459e-05
0.8000000000000002	0.33489767209185006	0.0001504888371403167
0.8500000000000002	0.33483256511510634	0.00020641379948551153
0.9000000000000002	0.3348464860499896	0.0004937521672936042
0.9500000000000003	0.3348883534755745	0.0006146209647468373
1.0000000000000002	0.3348604674325438	0.000935555327984345
1.0500000000000003	0.33480463953603407	0.0011722456387228198
1.1000000000000003	0.33496272962381085	0.002229875021358447
1.1500000000000004	0.9871938522764455	2.089951149263727
1.2000000000000004	1.0045354573907612	0.0001755712184585731
1.2500000000000004	1.0045441281937801	0.000168479745379293
1.3000000000000005	1.0045208767152285	0.00019677965449327298
1.3500000000000005	1.0043301674150715	0.00048464328431215736
1.4000000000000006	1.0042323976418177	0.0006349651073889153
1.4500000000000006	1.0041904882918173	0.0006650835715204756
1.5000000000000007	1.003957909197608	0.0009877372340304149
1.5500000000000007	1.0037856998848083	0.0011039727109334898
1.6000000000000008	1.0034553812224767	0.0014584275093165767
1.6500000000000008	1.0031203323412952	0.002082127813600212
1.7000000000000008	1.002799234684451	0.0021076127134752776
1.7500000000000009	1.0026735141737437	0.002438526382026861
1.800000000000001	1.0018966639614366	0.0031323434229135645
1.850000000000001	1.0013474600595713	0.00391622032023123
1.900000000000001	1.0007657900095526	0.004526004346481814
1.950000000000001	0.9998631951253765	0.005716540918350609
2.000000000000001	0.9992627006628408	0.005879788788602912
2.0500000000000007	0.9980717675396009	0.007825397282634466
2.1000000000000005	0.9970618264817498	0.008409195498795098
2.1500000000000004	0.9961822304100088	0.00854546092166434
2.2	0.9947306494536527	0.01028222447333042
2.25	0.993483390103815	0.01203847544305112
2.3	0.9918688350178381	0.01323717699997565
2.3499999999999996	0.9905099306731324	0.015134596716207822
2.3999999999999995	0.9884255092569434	0.01685689544016661
2.4499999999999993	0.986582519947713	0.018330290754004
2.499999999999999	0.984149126946008	0.02095345806774306
2.549999999999999	0.9820642105533606	0.022222739437285203
2.5999999999999988	0.9793654937799344	0.02761266011636837
2.6499999999999986	0.9764802944857378	0.02857862656167664
2.6999999999999984	0.973409277946379	0.03222458316864063
2.7499999999999982	0.9698959423650809	0.03516807985833581
2.799999999999998	0.9663919460500623	0.0418488571530169
2.849999999999998	0.9635623093033968	0.04227636338780362
2.8999999999999977	0.9592305748993366	0.044945616477989496
2.9499999999999975	0.9548470791818322	0.04941376028710619
2.9999999999999973	0.9503797487194601	0.0545739609683965
3.049999999999997	0.9453821890498545	0.06213033638016301
3.059999999999997	0.9437005976720418	0.0617487164880474
3.0699999999999967	0.9427275996537662	0.0631293771959772
3.0799999999999965	0.9425690596551357	0.0665654390277241
3.0899999999999963	0.9403270993777556	0.07020374209120225
3.099999999999996	0.9396561883283014	0.07130325539252651
3.109999999999996	0.9393443534692607	0.07047273485412353
3.1199999999999957	0.9396463740935157	0.06780022819856683
3.1299999999999955	0.936441851011289	0.0744614602176035
3.1399999999999952	0.9353846076624681	0.07733817725575243
3.149999999999995	0.9355235927882664	0.07360791999949354
3.159999999999995	0.9338815210880143	0.08167559791324175
3.1699999999999946	0.931936708898847	0.08251574245964294
3.1799999999999944	0.9300289955209183	0.0888967581583046
3.189999999999994	0.9306509102758654	0.07989319329055938
3.199999999999994	0.9293584560758426	0.07965759531842315
3.2099999999999937	0.9267900882621075	0.08216837323683444
3.2199999999999935	0.9259332487146302	0.09169422485387638
3.2299999999999933	0.9248304522471331	0.08545079645027515
3.239999999999993	0.9237089482944317	0.09339981179483421
3.249999999999993	0.9235829350368353	0.09074771067207286
3.2599999999999927	0.9209917874590309	0.0937872637893386
3.2699999999999925	0.9192558441327943	0.09152150773103651
3.2799999999999923	0.9180318293103514	0.10514962032447361
3.289999999999992	0.917528675890105	0.09693925315724652
3.299999999999992	0.9159331834410274	0.09261793755927016
3.3099999999999916	0.9143510755809561	0.10463338573255708
3.3199999999999914	0.913289711348018	0.10949589597089683
3.329999999999991	0.912219349319637	0.1096416266898797
3.339999999999991	0.9101026426414324	0.11146914989340147
3.3499999999999908	0.9082741514290278	0.11203038206366962
3.3599999999999905	0.9065373841781044	0.11456983214482404
3.3699999999999903	0.9061463782776183	0.11547861880881875
3.37999999999999	0.9049739829865102	0.12187500582406173
3.38999999999999	0.9032989977226441	0.12032179756974662
3.3999999999999897	0.9009679495032067	0.12718138955557462
3.4099999999999895	0.9012224481982584	0.12518952822002238
3.4199999999999893	0.8975438288760423	0.12698491678157106
3.429999999999989	0.8969742883170677	0.12205384941667073
3.439999999999989	0.8946856962424917	0.13290710064333475
3.4499999999999886	0.8932567739803811	0.12870803590966523
3.4599999999999884	0.8912883180761569	0.1381469272754333
3.469999999999988	0.8899294069611499	0.13606468088873133
3.479999999999988	0.8881985390083923	0.1539697250277495
3.489999999999988	0.8875555347699972	0.14339467967766326
3.4999999999999876	0.8826345605775345	0.1583640246434562
3.5099999999999874	0.8840413389131837	0.14688507738527998
3.519999999999987	0.8795258495673092	0.15857264870257445
3.529999999999987	0.8792585615760745	0.15473530555457782
3.5399999999999867	0.8769416750280155	0.16806670781312172
3.5499999999999865	0.8735593144431432	0.1729945665950037
3.5599999999999863	0.8720741611218986	0.16839356734197283
3.569999999999986	0.8717243466712954	0.17898611608761736
3.579999999999986	0.8687289268963037	0.1744325283335509
3.5899999999999856	0.8686249975379048	0.17949554275451324
3.5999999999999854	0.8646574385179239	0.1867019612101692
3.609999999999985	0.8639488880173284	0.19164810407481186
3.619999999999985	0.8631485984477396	0.18426992996536376
3.629999999999985	0.8596869567869189	0.20825308008069868
3.6399999999999846	0.8565275391319719	0.20658695052208978
3.6499999999999844	0.8540701896339937	0.20037619348353544
3.659999999999984	0.8517152574503238	0.2107371834942586
3.669999999999984	0.8496630656383111	0.21501784302150137
3.6799999999999837	0.8473831455234019	0.21246087343460698
3.6899999999999835	0.8439257797983222	0.23247904363116603
3.6999999999999833	0.8409437850765861	24.793312493053985
3.709999999999983	0.841285736304392	0.22992070091912997
3.719999999999983	0.8400590424025772	41.10856818788432
3.7299999999999827	0.8366276366468008	14.403303129202397
3.7399999999999824	0.8349877214161788	39.64563841232996
3.7499999999999822	0.8300231178239543	27.179364048887358
3.759999999999982	0.8265014416542878	23.890722132830312
3.769999999999982	0.8265777926356945	38.129227140573384
3.7799999999999816	0.8241812065928155	7.4330753338627265
3.7899999999999814	0.8184620645621974	38.14356703624586
3.799999999999981	0.817161118957692	34.12566401816935
3.809999999999981	0.8124333094244668	2.081278077533336
3.8199999999999807	0.8100070275438166	34.66466834819185
3.8299999999999805	0.8027282230278343	33.430255411519504
3.8399999999999803	0.8073427616912892	36.62562316518444
