Temperatura	Srednie namagnesowanie	Podatnosc
0.1	1.0041465008112165	2.3364366684212855e-05
0.2	1.0041465008112165	1.1682183342106428e-05
0.30000000000000004	1.0041465008112165	7.78812222807095e-06
0.4	1.0041465008112165	5.841091671053214e-06
0.5	1.0041465008112165	4.672873336842571e-06
0.6	1.0041465008112165	3.894061114035476e-06
0.7	1.0041465008112165	3.3377666691732654e-06
0.7999999999999999	1.0041465008112165	2.920545835526607e-06
0.8999999999999999	1.0041465008112165	2.5960407426903174e-06
0.9999999999999999	1.0041232449972635	4.851645255000463e-05
1.0999999999999999	1.0041092915088914	6.919291158285236e-05
1.2	1.0040348729042412	0.00018488965457151018
1.3	1.0039418496484278	0.000322544609184502
1.4000000000000001	1.0037278961600573	0.0005699150230635218
1.5000000000000002	1.003509291508897	0.000875472285829339
1.6000000000000003	1.0030162897862502	0.0014334272908584549
1.7000000000000004	1.002509291508907	0.00200549231949836
1.8000000000000005	1.0014162682535623	0.003136739615697184
1.9000000000000006	1.0003371984861227	0.004598665424834843
2.0000000000000004	0.9985418497486094	0.00634653015748039
2.1000000000000005	0.9965558033362117	0.00818763491622363
2.2000000000000006	0.9943093562080966	0.0107806000628318
2.3000000000000007	0.9916721684393954	0.013273979354626543
2.400000000000001	0.9879790804853351	0.01703683563486225
2.500000000000001	0.9831558250706052	0.01942324055754124
2.600000000000001	0.9790907300242448	0.025257776092804576
2.700000000000001	0.9732070738928729	0.03146488804163939
2.800000000000001	0.9653930563039315	0.03879313311330711
2.9000000000000012	0.9580629954129319	0.048196937184722344
3.0000000000000013	0.9499745588205935	0.05810807223345421
3.010000000000001	0.950439631934108	0.054795990774968883
3.020000000000001	0.9478722333416644	0.058078702373398114
3.0300000000000007	0.9465140294052962	0.06087455156654368
3.0400000000000005	0.9468581503529286	0.057056463704442846
3.0500000000000003	0.9452676255424084	0.06355563542345796
3.06	0.9444862083613563	0.06237909813855576
3.07	0.9436024013017019	0.06097348277919802
3.0799999999999996	0.9420489776250723	0.062422766514868305
3.0899999999999994	0.939686230192187	0.07066261133593554
3.099999999999999	0.94011865963398	0.07003360820795208
3.109999999999999	0.9393791022192721	0.07146555080390976
3.1199999999999988	0.9383701017567001	0.0696089152528614
3.1299999999999986	0.9371047486160942	0.0695619995491842
3.1399999999999983	0.9363233531648208	0.07056905580932611
3.149999999999998	0.9344210712487907	0.0788453493838745
3.159999999999998	0.9335095075439113	0.079975339366762
3.1699999999999977	0.9327513465727993	0.08078680450118378
3.1799999999999975	0.9310582373846473	0.07926791271966309
3.1899999999999973	0.9283978797384798	0.07981311723371072
3.199999999999997	0.9288862084624118	0.08255180791218072
3.209999999999997	0.9284442835967374	0.0853960947211091
3.2199999999999966	0.925476884603673	0.08802116826286101
3.2299999999999964	0.9243885988459091	0.08787704792161853
3.239999999999996	0.9234537362575355	0.09297981705273266
3.249999999999996	0.9216164199895427	0.0944637397936065
3.259999999999996	0.9229280906633154	0.09320055250724281
3.2699999999999956	0.920049085193062	0.09389708452651586
3.2799999999999954	0.9170396537691388	0.09951555590489364
3.289999999999995	0.9166165054238894	0.09769473316110652
3.299999999999995	0.9157188529349146	0.1010569721115633
3.3099999999999947	0.9132817084319044	0.09873913435932874
3.3199999999999945	0.9146536945859755	0.10143124519065344
3.3299999999999943	0.9102581943169635	0.11143029598037321
3.339999999999994	0.9100955336180664	0.10782810896260368
3.349999999999994	0.905490795326186	0.11524072516966243
3.3599999999999937	0.9058397192690384	0.1164713004347629
3.3699999999999934	0.9066210503146965	0.1142473212985922
3.3799999999999932	0.9040350463691031	0.11861770895919801
3.389999999999993	0.9009653431311982	0.12282063221630013
3.399999999999993	0.9008257651811346	0.12620397859294888
3.4099999999999926	0.8987654077334517	0.12338801030392718
3.4199999999999924	0.8983468685738896	0.12549379825637896
3.429999999999992	0.8972908819595873	0.13254840714564567
3.439999999999992	0.8944955976171006	0.12950129346863085
3.4499999999999917	0.8924118124898507	0.1365051918609855
3.4599999999999915	0.8901514770691457	0.1393759210533312
3.4699999999999913	0.8895373716574472	0.13785017726071516
3.479999999999991	0.8872164413205704	0.1464801859557211
3.489999999999991	0.8861606710324803	0.15737873792132606
3.4999999999999907	0.8834118558552357	0.1527055177953502
3.5099999999999905	0.8820490638606585	0.1469051115962332
3.5199999999999902	0.8788583447541508	0.15039968899043268
3.52999999999999	0.876639847569433	0.1607288398414344
3.53999999999999	0.8759329354274812	0.15560374439667804
3.5499999999999896	0.8757189397640017	0.15710160446668603
3.5599999999999894	0.8729981399299361	0.16788157817866728
3.569999999999989	0.8726351541355546	0.16588245665202686
3.579999999999989	0.8698025960001501	0.16734480808021243
3.5899999999999888	0.8684582590179732	0.1796619831903323
3.5999999999999885	0.8643559979432821	0.1900719254828965
3.6099999999999883	0.8618212225790766	0.18780501860728205
3.619999999999988	0.8592072266211274	0.20704114948478003
3.629999999999988	0.8574593394878804	0.19096809402694104
3.6399999999999877	0.8579516271043588	0.2008170013573418
3.6499999999999875	0.8572956202482519	0.19779493066364157
3.6599999999999873	0.8532025314002053	0.22093238101961066
3.669999999999987	0.851504857483738	0.21619779956352292
3.679999999999987	0.8499096155125041	0.23377122854073681
3.6899999999999866	0.8462676270424269	0.24381373178155796
3.6999999999999864	0.8427329584536999	0.2360182506106935
3.709999999999986	0.8415746673905685	0.2477572263373007
3.719999999999986	0.8409111696164435	0.2474964019236354
3.7299999999999858	0.8345953656835458	0.24981406537585885
3.7399999999999856	0.8344190316040018	0.25060537804997973
3.7499999999999853	0.8292501218923614	0.28159324738064373
3.759999999999985	0.8257027962495046	0.2721545222946327
3.769999999999985	0.8262919393973088	0.25461846654009307
3.7799999999999847	0.8226972892410731	0.2852912530376602
3.7899999999999845	0.8219891424932939	0.28479658123582663
3.7999999999999843	0.8154261642852784	0.33707796066600737
3.809999999999984	0.8124966194839095	0.33222592983411375
3.819999999999984	0.81322634835078	0.2975833917761254
3.8299999999999836	0.8102973010691013	0.30449215386594064
3.8399999999999834	0.8094384906347556	0.32455268754841365
3.849999999999983	0.8033068822540526	0.3284723255105311
3.859999999999983	0.7992072607183976	0.3396843514027185
3.869999999999983	0.796587177562516	0.3968918802379588
3.8799999999999826	0.7929752954208746	0.39895860204341443
3.8899999999999824	0.787468938063772	0.4185555364584367
3.899999999999982	0.7885156986531058	0.43600419982291433
3.909999999999982	0.7831840325725036	0.40541928530078175
3.9199999999999817	0.7786710428850653	0.40757027772551957
3.9299999999999815	0.7779153619148252	0.42508776063995735
3.9399999999999813	0.7760472778067505	0.42917386170508753
3.949999999999981	0.770313104258219	0.4815351737139744
3.959999999999981	0.7647809688070878	0.5385181616865249
3.9699999999999807	0.7597645649716092	0.5083379632963606
3.9799999999999804	0.7640127765781463	0.47337667664719774
3.9899999999999802	0.7546220628216515	0.5236193595569651
3.99999999999998	0.750372153747552	0.5905198618743862
4.00999999999998	0.7467112125227672	0.5930655441662884
4.01999999999998	0.7408140644156771	0.6204978767735234
4.02999999999998	0.73853488981756	0.6091638087020906
4.03999999999998	0.7287902680614536	0.7112086089937567
4.049999999999979	0.7292993336369408	0.7094271341249033
4.059999999999979	0.7268216708678843	0.7427419790477409
4.069999999999979	0.7194531589759546	0.7098330577132531
4.079999999999979	0.7117862866549984	0.7365075598333625
4.0899999999999785	0.7106141074232467	0.8146438176575419
4.099999999999978	0.7063346105791177	0.8291213676723737
4.109999999999978	0.7001721347215913	0.7759403770761761
4.119999999999978	0.6887125349479775	0.9890500819257099
4.129999999999978	0.6852841760203872	0.9476224875067286
4.1399999999999775	0.6805170322404084	1.0270532324234654
4.149999999999977	0.6779456510630215	0.9821403744267828
4.159999999999977	0.6741582999887942	1.0947792768387365
4.169999999999977	0.662448382832796	1.059139940333051
4.179999999999977	0.6623521255995264	1.11954170894468
4.189999999999976	0.6554413758960782	1.144348573868656
4.199999999999976	0.6510862862569683	1.1634920429618032
4.209999999999976	0.6389107923068152	1.2879916241919678
4.219999999999976	0.6294254796902339	1.332677917544977
4.229999999999976	0.6268806822040163	1.3344148908969313
4.239999999999975	0.6228662159960133	1.407274159479075
4.249999999999975	0.6171541449114324	1.4352195005149753
4.259999999999975	0.6055203542506647	1.502889677703052
4.269999999999975	0.6007178993516492	1.554244346564408
4.2799999999999745	0.5949264454522227	1.4484250082352301
4.289999999999974	0.5951881492395327	1.4653859087087913
4.299999999999974	0.5844234758982176	1.4606078319533873
4.309999999999974	0.5758528891121718	1.5941425569892351
4.319999999999974	0.5660104822188683	1.6296545322157883
4.329999999999973	0.5609823019839973	1.7525373186668678
4.339999999999973	0.5514825650450093	1.7626903243768441
4.349999999999973	0.5476445897386945	1.7689997715444228
4.359999999999973	0.5316889914121004	1.8664532188827019
4.369999999999973	0.5310387693761486	1.7683891062067028
4.379999999999972	0.516913255123833	1.8668449612908273
4.389999999999972	0.5164420986050157	1.7487698563150638
4.399999999999972	0.505788717314692	1.9287822272026558
4.409999999999972	0.5006201279053188	1.9259554927290246
4.4199999999999715	0.49661625170591917	1.9024783257911928
